x,y,theta,kappa
-1.9408,3.3901,-1.292,0.037514
-1.9131,3.2939,-1.2882,0.03904
-1.885,3.1978,-1.2842,0.040671
-1.8564,3.1018,-1.28,0.042416
-1.8275,3.0059,-1.2757,0.044287
-1.7982,2.9103,-1.2712,0.046294
-1.7686,2.815,-1.2664,0.04845
-1.7381,2.7188,-1.2614,0.050801
-1.7076,2.6244,-1.2563,0.053302
-1.6764,2.5292,-1.2508,0.056036
-1.6443,2.4335,-1.245,0.059029
-1.6123,2.3396,-1.239,0.062234
-1.5795,2.2453,-1.2326,0.065753
-1.5459,2.1508,-1.2258,0.069628
-1.5115,2.0562,-1.2186,0.073903
-1.4764,1.9617,-1.2109,0.078632
-1.4404,1.8674,-1.2027,0.083876
-1.4037,1.7734,-1.1939,0.089707
-1.3662,1.6799,-1.1846,0.096209
-1.3279,1.5871,-1.1746,0.10348
-1.2889,1.4951,-1.1638,0.11164
-1.249,1.4041,-1.1523,0.12082
-1.2076,1.3125,-1.1396,0.1314
-1.1654,1.2224,-1.126,0.14342
-1.1217,1.1323,-1.1109,0.15737
-1.0764,1.0427,-1.0943,0.17367
-1.0295,0.95387,-1.0759,0.19279
-0.98105,0.86622,-1.0555,0.21537
-0.93105,0.78018,-1.0328,0.24217
-0.87871,0.69492,-1.007,0.2747
-0.82402,0.61111,-0.9776,0.31445
-0.76621,0.52837,-0.94344,0.36408
-0.70605,0.44866,-0.90413,0.42562
-0.64199,0.37094,-0.85745,0.50436
-0.5748,0.29736,-0.80243,0.60417
-0.50293,0.22764,-0.73572,0.73339
-0.42637,0.16361,-0.65458,0.89865
-0.34355,0.10623,-0.55384,1.1074
-0.25605,0.059008,-0.43188,1.3483
-0.1623,0.023709,-0.28424,1.5919
-0.06543,0.0038529,-0.11723,1.7632
0.033789,0.0010275,0.060745,1.7901
0.13223,0.015735,0.23366,1.6572
0.22754,0.046597,0.38873,1.4264
0.3166,0.090213,0.51798,1.1805
0.40098,0.1447,0.62518,0.95964
0.4791,0.20658,0.71164,0.78174
0.55254,0.27477,0.78268,0.6416
0.62129,0.3474,0.8412,0.53311
0.68613,0.4237,0.89017,0.44854
0.74707,0.5023,0.93137,0.38248
0.80488,0.58305,0.96666,0.32995
0.86035,0.66618,0.99743,0.28733
0.91348,0.751,1.0244,0.25255
0.96426,0.83681,1.0481,0.22395
1.0135,0.92442,1.0694,0.19992
1.0604,1.0119,1.0882,0.17992
1.1057,1.1002,1.1052,0.16291
1.1502,1.1907,1.1208,0.14809
1.1932,1.2813,1.135,0.13537
1.2346,1.3717,1.1479,0.12439
1.2752,1.4635,1.1599,0.11469
1.3143,1.5545,1.1709,0.10625
1.3525,1.6464,1.1811,0.098728
1.39,1.739,1.1906,0.09201
1.4268,1.8321,1.1995,0.085989
1.4627,1.9255,1.2078,0.080576
1.4979,2.0192,1.2156,0.075698
1.5322,2.1129,1.223,0.071289
1.5658,2.2066,1.2299,0.067296
1.5986,2.3001,1.2363,0.06367
1.6314,2.3955,1.2426,0.060293
1.6635,2.4904,1.2485,0.057216
1.6947,2.5849,1.254,0.054408
1.7256,2.6799,1.2593,0.051808
1.7561,2.7754,1.2644,0.049397
1.7857,2.87,1.2692,0.047186
1.8154,2.9662,1.2738,0.045103
1.8443,3.0614,1.2782,0.043187
1.8732,3.1581,1.2825,0.041377
1.9014,3.2537,1.2865,0.039709
1.9295,3.3506,1.2905,0.038128
1.9568,3.4463,1.2942,0.036668
1.9842,3.5433,1.2978,0.035281
2.0107,3.6388,1.3012,0.033999
2.0373,3.7355,1.3046,0.032776
2.0635,3.8321,1.3078,0.031628
2.0893,3.9285,1.3109,0.030547
2.115,4.0261,1.3139,0.029515
2.1404,4.1233,1.3168,0.028542
2.1654,4.2202,1.3197,0.027625
2.19,4.3166,1.3224,0.026759
2.2143,4.4126,1.325,0.025942
2.2385,4.5097,1.3275,0.025157
2.2623,4.6062,1.33,0.024415
2.2861,4.7038,1.3324,0.023701
2.3096,4.8007,1.3347,0.023026
2.333,4.8986,1.337,0.022376
2.3561,4.9959,1.3392,0.02176
2.3787,5.0924,1.3414,0.021175
2.4014,5.1899,1.3434,0.020612
2.424,5.2883,1.3455,0.020068
2.4463,5.3859,1.3475,0.019551
2.4682,5.4827,1.3494,0.019061
2.49,5.5803,1.3513,0.018586
2.5119,5.6787,1.3531,0.018127
2.5334,5.7763,1.3549,0.017691
2.5549,5.8747,1.3567,0.017268
2.576,5.9721,1.3584,0.016866
2.5971,6.0703,1.3601,0.016476
2.6178,6.1675,1.3617,0.016105
2.6385,6.2654,1.3633,0.015745
2.6592,6.3641,1.3648,0.015395
2.6795,6.4617,1.3664,0.015062
2.6998,6.5601,1.3679,0.014738
2.7197,6.6572,1.3693,0.014429
2.7396,6.7551,1.3707,0.014129
2.7596,6.8537,1.3721,0.013837
2.7791,6.9511,1.3735,0.013559
2.7986,7.0491,1.3748,0.013287
2.8182,7.1478,1.3762,0.013023
2.8373,7.2453,1.3774,0.012771
2.8564,7.3434,1.3787,0.012525
2.8756,7.4421,1.38,0.012286
2.8943,7.5395,1.3812,0.012057
2.9131,7.6375,1.3823,0.011834
2.9318,7.7361,1.3835,0.011616
2.9504,7.8343,1.3847,0.011406
2.9687,7.9321,1.3858,0.011202
2.9871,8.0305,1.3869,0.011004
3.0055,8.1296,1.388,0.01081
3.0234,8.2271,1.3891,0.010625
3.0414,8.3251,1.3901,0.010444
3.0594,8.4238,1.3912,0.010266
3.0773,8.523,1.3922,0.010093
3.0949,8.6207,1.3932,0.0099276
3.1125,8.7189,1.3942,0.0097655
3.1301,8.8177,1.3951,0.0096069
3.1477,8.917,1.3961,0.0094517
3.1648,9.0146,1.397,0.0093031
3.182,9.1128,1.3979,0.0091576
3.1992,9.2115,1.3989,0.0090151
3.2164,9.3107,1.3998,0.0088755
3.2334,9.4094,1.4006,0.0087403
3.2502,9.5074,1.4015,0.0086093
3.267,9.6059,1.4024,0.0084809
3.2838,9.7049,1.4032,0.008355
3.3006,9.8045,1.404,0.0082316
3.317,9.9022,1.4048,0.0081133
3.3334,10,1.4057,0.0079973
3.3498,10.099,1.4064,0.0078835
3.3662,10.198,1.4072,0.0077719
3.3826,10.298,1.408,0.0076623
3.3986,10.396,1.4088,0.0075573
3.4146,10.494,1.4095,0.0074541
3.4307,10.593,1.4103,0.0073529
3.4467,10.692,1.411,0.0072534
3.4627,10.791,1.4117,0.0071558
3.4785,10.89,1.4124,0.007061
3.4941,10.988,1.4131,0.006969
3.5098,11.087,1.4138,0.0068786
3.5254,11.186,1.4145,0.0067897
3.541,11.285,1.4152,0.0067024
3.5564,11.383,1.4158,0.0066176
3.5719,11.482,1.4165,0.0065342
3.5871,11.581,1.4171,0.0064533
3.6023,11.679,1.4178,0.0063736
3.6176,11.778,1.4184,0.0062953
3.6328,11.878,1.419,0.0062182
3.648,11.977,1.4197,0.0061424
3.6631,12.076,1.4203,0.0060687
3.6779,12.174,1.4209,0.0059972
3.6928,12.273,1.4215,0.0059268
3.7076,12.372,1.4221,0.0058574
3.7225,12.471,1.4226,0.0057891
3.7373,12.571,1.4232,0.0057219
3.752,12.669,1.4238,0.0056566
3.7666,12.769,1.4244,0.0055922
3.7811,12.867,1.4249,0.0055297
3.7955,12.965,1.4255,0.0054681
3.81,13.064,1.426,0.0054074
3.8244,13.164,1.4265,0.0053476
3.8389,13.263,1.4271,0.0052886
3.8531,13.362,1.4276,0.0052313
3.8674,13.461,1.4281,0.0051748
3.8814,13.559,1.4286,0.0051199
3.8955,13.657,1.4291,0.0050658
3.9096,13.756,1.4296,0.0050124
3.9236,13.855,1.4301,0.0049597
3.9377,13.955,1.4306,0.0049078
3.9518,14.055,1.4311,0.0048566
3.9656,14.154,1.4316,0.0048068
3.9795,14.253,1.4321,0.0047577
3.9932,14.351,1.4326,0.0047099
4.0068,14.449,1.433,0.0046628
4.0205,14.548,1.4335,0.0046163
4.0342,14.647,1.4339,0.0045704
4.0479,14.747,1.4344,0.0045251
4.0615,14.846,1.4349,0.0044804
4.075,14.945,1.4353,0.0044369
4.0885,15.044,1.4357,0.0043939
4.102,15.143,1.4362,0.0043515
4.1152,15.242,1.4366,0.0043103
4.1285,15.34,1.437,0.0042696
4.1418,15.439,1.4375,0.0042293
4.1551,15.538,1.4379,0.0041896
4.1684,15.638,1.4383,0.0041504
4.1816,15.738,1.4387,0.0041117
4.1947,15.836,1.4391,0.004074
4.2078,15.935,1.4395,0.0040367
4.2209,16.034,1.4399,0.0039999
4.234,16.134,1.4403,0.0039636
4.2469,16.232,1.4407,0.0039282
4.2598,16.331,1.4411,0.0038932
4.2727,16.43,1.4415,0.0038587
4.2855,16.529,1.4419,0.0038245
4.2984,16.629,1.4423,0.0037908
4.3113,16.729,1.4426,0.0037575
4.324,16.827,1.443,0.003725
4.3367,16.926,1.4434,0.0036929
4.3494,17.026,1.4438,0.0036612
4.3621,17.125,1.4441,0.0036298
4.3746,17.223,1.4445,0.0035993
4.3871,17.322,1.4448,0.0035691
4.3996,17.421,1.4452,0.0035392
4.4121,17.52,1.4455,0.0035097
4.4246,17.619,1.4459,0.0034805
4.4371,17.719,1.4462,0.0034516
4.4496,17.819,1.4466,0.003423
4.4619,17.918,1.4469,0.0033952
4.4742,18.017,1.4473,0.0033677
4.4865,18.116,1.4476,0.0033405
4.4988,18.216,1.4479,0.0033136
4.5111,18.315,1.4483,0.0032869
4.5232,18.414,1.4486,0.003261
4.5354,18.512,1.4489,0.0032353
4.5475,18.611,1.4492,0.0032099
4.5596,18.711,1.4496,0.0031848
4.5717,18.81,1.4499,0.0031599
4.5838,18.91,1.4502,0.0031353
4.5959,19.01,1.4505,0.003111
4.6078,19.109,1.4508,0.0030872
4.6197,19.208,1.4511,0.0030637
4.6316,19.307,1.4514,0.0030405
4.6436,19.406,1.4517,0.0030175
4.6555,19.506,1.452,0.0029947
4.6672,19.604,1.4523,0.0029725
4.6789,19.703,1.4526,0.0029505
4.6906,19.802,1.4529,0.0029288
4.7023,19.901,1.4532,0.0029072
4.7141,20,1.4535,0.0028859
4.7258,20.1,1.4538,0.0028648
4.7375,20.2,1.4541,0.0028439
4.7492,20.3,1.4543,0.0028232
4.7609,20.4,1.4546,0.0028026
4.7725,20.499,1.4549,0.0027827
4.784,20.598,1.4552,0.0027629
4.7955,20.697,1.4555,0.0027433
4.807,20.797,1.4557,0.0027238
4.8186,20.897,1.456,0.0027046
4.8299,20.995,1.4563,0.0026859
4.8412,21.094,1.4565,0.0026673
4.8525,21.192,1.4568,0.0026489
4.8639,21.291,1.4571,0.0026307
4.8752,21.391,1.4573,0.0026126
4.8865,21.49,1.4576,0.0025947
4.8979,21.59,1.4579,0.002577
4.9092,21.69,1.4581,0.0025594
4.9205,21.79,1.4584,0.002542
4.9316,21.889,1.4586,0.002525
4.9428,21.988,1.4589,0.0025082
4.9539,22.087,1.4591,0.0024916
4.965,22.186,1.4594,0.002475
4.9762,22.286,1.4596,0.0024587
4.9873,22.386,1.4599,0.0024424
4.9984,22.486,1.4601,0.0024264
5.0094,22.584,1.4603,0.0024107
5.0203,22.683,1.4606,0.0023952
5.0312,22.782,1.4608,0.0023798
5.0422,22.881,1.4611,0.0023645
5.0531,22.981,1.4613,0.0023494
5.0641,23.08,1.4615,0.0023343
5.075,23.18,1.4618,0.0023195
5.0859,23.28,1.462,0.0023047
5.0969,23.38,1.4622,0.0022901
5.1076,23.479,1.4625,0.0022758
5.1184,23.578,1.4627,0.0022617
5.1291,23.677,1.4629,0.0022477
5.1398,23.776,1.4631,0.0022338
5.1506,23.876,1.4633,0.00222
5.1613,23.975,1.4636,0.0022063
5.1721,24.075,1.4638,0.0021927
5.1828,24.175,1.464,0.0021793
5.1934,24.274,1.4642,0.0021662
5.2039,24.373,1.4644,0.0021532
5.2145,24.471,1.4647,0.0021403
5.225,24.571,1.4649,0.0021275
5.2355,24.67,1.4651,0.0021148
5.2461,24.769,1.4653,0.0021022
5.2566,24.869,1.4655,0.0020897
5.2672,24.969,1.4657,0.0020774
5.2777,25.069,1.4659,0.0020651
5.2883,25.169,1.4661,0.0020529
5.2986,25.268,1.4663,0.002041
5.309,25.367,1.4665,0.0020292
5.3193,25.466,1.4667,0.0020175
5.3297,25.565,1.4669,0.0020059
5.34,25.664,1.4671,0.0019944
5.3504,25.764,1.4673,0.001983
5.3607,25.864,1.4675,0.0019716
5.3711,25.964,1.4677,0.0019604
5.3814,26.064,1.4679,0.0019492
5.3918,26.164,1.4681,0.0019381
5.402,26.263,1.4683,0.0019273
5.4121,26.362,1.4685,0.0019166
5.4223,26.461,1.4687,0.0019059
5.4324,26.56,1.4689,0.0018954
5.4426,26.659,1.4691,0.0018849
5.4527,26.759,1.4693,0.0018745
5.4629,26.859,1.4694,0.0018642
5.473,26.959,1.4696,0.0018539
5.4832,27.059,1.4698,0.0018437
5.4934,27.159,1.47,0.0018336
5.5033,27.258,1.4702,0.0018238
5.5133,27.357,1.4704,0.001814
5.5232,27.456,1.4705,0.0018043
5.5332,27.555,1.4707,0.0017947
5.5432,27.654,1.4709,0.0017851
5.5531,27.753,1.4711,0.0017756
5.5631,27.853,1.4713,0.0017662
5.573,27.953,1.4714,0.0017569
5.583,28.053,1.4716,0.0017476
5.593,28.153,1.4718,0.0017383
5.6029,28.254,1.472,0.0017292
5.6127,28.352,1.4721,0.0017202
5.6225,28.451,1.4723,0.0017114
5.6322,28.55,1.4725,0.0017026
5.642,28.649,1.4726,0.0016938
5.6518,28.748,1.4728,0.0016852
5.6615,28.848,1.473,0.0016765
5.6713,28.947,1.4731,0.001668
5.6811,29.047,1.4733,0.0016595
5.6908,29.147,1.4735,0.001651
5.7006,29.247,1.4736,0.0016426
5.7104,29.347,1.4738,0.0016343
5.7201,29.448,1.474,0.001626
5.7297,29.546,1.4741,0.001618
5.7393,29.645,1.4743,0.0016099
5.7488,29.744,1.4745,0.001602
5.7584,29.843,1.4746,0.0015941
5.768,29.943,1.4748,0.0015862
5.7775,30.042,1.4749,0.0015784
5.7871,30.142,1.4751,0.0015707
5.7967,30.241,1.4752,0.001563
5.8063,30.341,1.4754,0.0015554
5.8158,30.441,1.4756,0.0015478
5.8254,30.542,1.4757,0.0015402
5.835,30.642,1.4759,0.0015327
5.8444,30.742,1.476,0.0015253
5.8538,30.84,1.4762,0.0015181
5.8632,30.939,1.4763,0.0015109
5.8726,31.038,1.4765,0.0015037
5.8819,31.137,1.4766,0.0014966
5.8913,31.237,1.4768,0.0014895
5.9007,31.336,1.4769,0.0014825
5.9101,31.436,1.4771,0.0014755
5.9194,31.536,1.4772,0.0014686
5.9288,31.636,1.4774,0.0014617
5.9382,31.736,1.4775,0.0014548
5.9476,31.836,1.4777,0.001448
5.9569,31.937,1.4778,0.0014413
5.9662,32.036,1.4779,0.0014346
5.9754,32.135,1.4781,0.0014281
5.9846,32.234,1.4782,0.0014216
5.9938,32.333,1.4784,0.0014151
6.0029,32.432,1.4785,0.0014087
6.0121,32.531,1.4787,0.0014023
6.0213,32.63,1.4788,0.0013959
6.0305,32.73,1.4789,0.0013896
6.0396,32.83,1.4791,0.0013833
6.0488,32.929,1.4792,0.0013771
6.058,33.03,1.4793,0.0013709
6.0672,33.13,1.4795,0.0013648
6.0764,33.23,1.4796,0.0013586
6.0855,33.33,1.4798,0.0013525
6.0946,33.43,1.4799,0.0013466
6.1036,33.529,1.48,0.0013407
6.1126,33.627,1.4802,0.0013348
6.1216,33.726,1.4803,0.001329
6.1306,33.825,1.4804,0.0013232
6.1396,33.925,1.4806,0.0013174
6.1485,34.024,1.4807,0.0013117
6.1575,34.124,1.4808,0.001306
6.1665,34.223,1.4809,0.0013004
6.1755,34.323,1.4811,0.0012948
6.1845,34.423,1.4812,0.0012892
6.1935,34.523,1.4813,0.0012836
6.2024,34.623,1.4815,0.0012781
6.2114,34.724,1.4816,0.0012726
6.2204,34.824,1.4817,0.0012671
6.2293,34.924,1.4818,0.0012618
6.2381,35.022,1.482,0.0012565
6.2469,35.121,1.4821,0.0012512
6.2557,35.22,1.4822,0.001246
6.2645,35.319,1.4823,0.0012408
6.2732,35.418,1.4825,0.0012356
6.282,35.518,1.4826,0.0012305
6.2908,35.617,1.4827,0.0012254
6.2996,35.717,1.4828,0.0012203
6.3084,35.816,1.483,0.0012152
6.3172,35.916,1.4831,0.0012102
6.326,36.016,1.4832,0.0012052
6.3348,36.116,1.4833,0.0012003
6.3436,36.217,1.4834,0.0011953
6.3523,36.317,1.4836,0.0011904
6.3611,36.418,1.4837,0.0011855
6.3698,36.517,1.4838,0.0011807
6.3785,36.617,1.4839,0.0011759
6.3871,36.716,1.484,0.0011712
6.3957,36.815,1.4841,0.0011665
6.4043,36.914,1.4843,0.0011619
6.4129,37.013,1.4844,0.0011572
6.4215,37.112,1.4845,0.0011526
