x,y,theta,kappa
-3.8389,-12.526,1.4187,0.0059071
-3.8236,-12.427,1.4182,0.0059763
-3.8084,-12.328,1.4175,0.0060467
-3.7932,-12.23,1.4169,0.0061181
-3.7779,-12.132,1.4163,0.0061906
-3.7625,-12.033,1.4157,0.0062653
-3.7469,-11.933,1.4151,0.0063421
-3.7312,-11.834,1.4144,0.0064202
-3.7156,-11.735,1.4138,0.0064995
-3.7,-11.636,1.4131,0.0065802
-3.6844,-11.538,1.4125,0.0066621
-3.6686,-11.44,1.4118,0.0067465
-3.6525,-11.34,1.4111,0.0068334
-3.6365,-11.241,1.4104,0.0069218
-3.6205,-11.142,1.4097,0.0070117
-3.6045,-11.044,1.409,0.0071031
-3.5885,-10.946,1.4083,0.0071961
-3.5723,-10.847,1.4076,0.0072919
-3.5559,-10.748,1.4069,0.0073906
-3.5395,-10.649,1.4061,0.0074911
-3.523,-10.55,1.4054,0.0075934
-3.5066,-10.452,1.4046,0.0076975
-3.49,-10.353,1.4038,0.0078048
-3.4732,-10.254,1.403,0.0079154
-3.4564,-10.155,1.4022,0.0080281
-3.4396,-10.057,1.4014,0.0081429
-3.4229,-9.9585,1.4006,0.0082599
-3.4059,-9.8599,1.3998,0.0083806
-3.3887,-9.7606,1.3989,0.008505
-3.3715,-9.6619,1.3981,0.0086319
-3.3543,-9.5636,1.3972,0.0087612
-3.3371,-9.4659,1.3963,0.0088932
-3.3197,-9.3675,1.3954,0.0090293
-3.3021,-9.2686,1.3945,0.0091698
-3.2846,-9.1701,1.3936,0.0093132
-3.267,-9.0723,1.3927,0.0094596
-3.2492,-8.9738,1.3917,0.0096107
-3.2313,-8.8748,1.3907,0.0097668
-3.2133,-8.7764,1.3897,0.0099262
-3.1953,-8.6785,1.3887,0.010089
-3.1771,-8.5801,1.3877,0.010257
-3.1588,-8.4813,1.3867,0.010431
-3.1404,-8.383,1.3856,0.010609
-3.1221,-8.2852,1.3846,0.010791
-3.1033,-8.186,1.3835,0.010981
-3.0846,-8.0874,1.3824,0.011175
-3.0658,-7.9894,1.3812,0.011374
-3.0471,-7.8919,1.3801,0.011578
-3.0279,-7.7931,1.3789,0.01179
-3.0088,-7.6949,1.3777,0.012009
-2.9896,-7.5973,1.3765,0.012232
-2.9701,-7.4984,1.3753,0.012466
-2.9506,-7.4001,1.374,0.012705
-2.9311,-7.3024,1.3727,0.012951
-2.9111,-7.2035,1.3714,0.013208
-2.8912,-7.1052,1.3701,0.013472
-2.8713,-7.0077,1.3687,0.013743
-2.851,-6.9089,1.3673,0.014027
-2.8307,-6.8108,1.3659,0.014318
-2.8104,-6.7134,1.3645,0.014618
-2.7896,-6.6148,1.363,0.014932
-2.7689,-6.517,1.3615,0.015255
-2.7482,-6.4199,1.3599,0.015587
-2.7271,-6.3217,1.3584,0.015935
-2.7061,-6.2243,1.3567,0.016294
-2.6846,-6.1259,1.3551,0.01667
-2.6631,-6.0282,1.3534,0.017057
-2.6416,-5.9313,1.3517,0.017457
-2.6197,-5.8335,1.3499,0.017877
-2.5979,-5.7365,1.3481,0.01831
-2.5756,-5.6386,1.3463,0.018765
-2.5533,-5.5415,1.3444,0.019235
-2.5307,-5.4436,1.3424,0.01973
-2.508,-5.3466,1.3404,0.020241
-2.485,-5.2488,1.3384,0.020779
-2.4619,-5.1519,1.3363,0.021336
-2.4385,-5.0542,1.3341,0.021923
-2.415,-4.9576,1.3319,0.022531
-2.3912,-4.8602,1.3296,0.023173
-2.367,-4.7623,1.3272,0.023849
-2.3428,-4.6653,1.3248,0.024552
-2.3182,-4.5678,1.3223,0.025294
-2.2936,-4.4713,1.3197,0.026066
-2.2686,-4.3744,1.3171,0.026882
-2.2436,-4.2785,1.3144,0.027732
-2.2182,-4.1822,1.3116,0.028632
-2.1924,-4.0856,1.3087,0.029585
-2.1662,-3.9886,1.3056,0.030595
-2.1396,-3.8914,1.3025,0.031667
-2.1131,-3.7954,1.2993,0.032789
-2.0861,-3.6992,1.296,0.033981
-2.0588,-3.6028,1.2925,0.035249
-2.0311,-3.5064,1.2889,0.036599
-2.0029,-3.41,1.2851,0.038037
-1.9748,-3.3149,1.2813,0.03955
-1.9459,-3.2185,1.2772,0.041189
-1.917,-3.1236,1.2731,0.042916
-1.8873,-3.0276,1.2687,0.04479
-1.8576,-2.9331,1.2641,0.046772
-1.8271,-2.8377,1.2593,0.048926
-1.7963,-2.7427,1.2543,0.05124
-1.765,-2.6481,1.2491,0.053731
-1.733,-2.5528,1.2436,0.05645
-1.7006,-2.4582,1.2378,0.059386
-1.6678,-2.3642,1.2317,0.062562
-1.6342,-2.27,1.2253,0.066044
-1.5998,-2.1755,1.2184,0.069871
-1.5646,-2.0809,1.2112,0.074085
-1.5291,-1.9874,1.2036,0.078684
-1.4932,-1.8951,1.1955,0.083713
-1.4564,-1.803,1.1869,0.089286
-1.4189,-1.7114,1.1778,0.095476
-1.3799,-1.6185,1.1678,0.10252
-1.34,-1.5263,1.1572,0.1104
-1.2994,-1.4352,1.1457,0.11924
-1.2572,-1.3435,1.1332,0.12939
-1.2143,-1.2533,1.1197,0.14088
-1.1697,-1.163,1.1048,0.15416
-1.1244,-1.0747,1.0888,0.16933
-1.0775,-0.98693,1.0711,0.18702
-1.0291,-0.90019,1.0515,0.20776
-0.97832,-0.81354,1.0294,0.23261
-0.92598,-0.72882,1.0049,0.26209
-0.87129,-0.64527,0.97696,0.29783
-0.81348,-0.56248,0.94473,0.34203
-0.75332,-0.48237,0.90784,0.39631
-0.69004,-0.40473,0.86487,0.46415
-0.62285,-0.32975,0.81397,0.55029
-0.55254,-0.2595,0.75412,0.65828
-0.47754,-0.19384,0.6819,0.79554
-0.39785,-0.13454,0.59467,0.96618
-0.31191,-0.082697,0.48756,1.1723
-0.22129,-0.041624,0.35981,1.3939
-0.12598,-0.01349,0.21097,1.5894
-0.027539,-0.00064464,0.046782,1.6944
0.07168,-0.0043673,-0.12126,1.6628
0.17012,-0.024599,-0.28152,1.507
0.26387,-0.059182,-0.42167,1.2913
0.35293,-0.10588,-0.54041,1.0719
0.43574,-0.16139,-0.63756,0.88204
0.51387,-0.22445,-0.71802,0.72614
0.5873,-0.29319,-0.78461,0.60247
0.65605,-0.36585,-0.83985,0.50577
0.7209,-0.44174,-0.88639,0.42958
0.78262,-0.52062,-0.92626,0.36873
0.84121,-0.60149,-0.96056,0.31993
0.89746,-0.68462,-0.9906,0.28005
0.95137,-0.76933,-1.017,0.24726
1.0029,-0.85499,-1.0403,0.22014
1.0529,-0.94236,-1.0613,0.19722
1.1006,-1.0296,-1.08,0.17805
1.1467,-1.1176,-1.0968,0.16165
1.192,-1.2077,-1.1124,0.14733
1.2357,-1.298,-1.1265,0.13498
1.2779,-1.3881,-1.1394,0.12428
1.3193,-1.4796,-1.1514,0.11479
1.3592,-1.5703,-1.1623,0.10652
1.3982,-1.6618,-1.1726,0.099128
1.4365,-1.7541,-1.1821,0.092508
1.474,-1.8468,-1.1911,0.086561
1.5107,-1.94,-1.1995,0.081203
1.5467,-2.0334,-1.2074,0.076365
1.5818,-2.1269,-1.2148,0.071985
1.6162,-2.2203,-1.2217,0.06801
1.6498,-2.3136,-1.2283,0.064394
1.6834,-2.4088,-1.2346,0.061023
1.7162,-2.5036,-1.2406,0.057947
1.7482,-2.5979,-1.2462,0.055135
1.7799,-2.6928,-1.2516,0.052529
1.8111,-2.7882,-1.2568,0.05011
1.8416,-2.8828,-1.2616,0.047888
1.8721,-2.979,-1.2663,0.045793
1.9018,-3.0742,-1.2708,0.043865
1.9311,-3.1696,-1.2751,0.042064
1.96,-3.2652,-1.2792,0.040381
1.9885,-3.3609,-1.2832,0.038805
2.0166,-3.4567,-1.287,0.037329
2.0443,-3.5524,-1.2906,0.035944
2.0717,-3.6481,-1.2941,0.034644
2.099,-3.745,-1.2976,0.033404
2.1256,-3.8404,-1.3008,0.032255
2.1521,-3.937,-1.304,0.031157
2.1783,-4.0333,-1.307,0.030122
2.2041,-4.1294,-1.31,0.029146
2.2299,-4.2265,-1.3129,0.028212
2.2553,-4.3233,-1.3157,0.027329
2.2803,-4.4197,-1.3183,0.026495
2.3053,-4.5171,-1.321,0.025695
2.3299,-4.6141,-1.3235,0.024937
2.3541,-4.7105,-1.3259,0.02422
2.3783,-4.8079,-1.3283,0.023529
2.4021,-4.9048,-1.3306,0.022875
2.426,-5.0026,-1.3329,0.022245
2.4494,-5.0997,-1.3351,0.021647
2.4729,-5.1977,-1.3373,0.021069
2.4959,-5.2951,-1.3393,0.020521
2.5186,-5.3917,-1.3413,0.020001
2.5412,-5.4891,-1.3433,0.019497
2.5639,-5.5874,-1.3453,0.019011
2.5861,-5.6849,-1.3471,0.018548
2.608,-5.7814,-1.349,0.018107
2.6299,-5.8788,-1.3507,0.01768
2.6518,-5.977,-1.3525,0.017267
2.6732,-6.0743,-1.3542,0.016873
2.6947,-6.1723,-1.3559,0.01649
2.7158,-6.2693,-1.3575,0.016126
2.7369,-6.3671,-1.3591,0.015773
2.758,-6.4656,-1.3607,0.015429
2.7787,-6.563,-1.3622,0.015101
2.7994,-6.6612,-1.3637,0.014783
2.8197,-6.7582,-1.3651,0.014479
2.84,-6.8559,-1.3666,0.014183
2.8604,-6.9544,-1.368,0.013895
2.8803,-7.0516,-1.3693,0.01362
2.9002,-7.1495,-1.3707,0.013352
2.9201,-7.248,-1.372,0.013091
2.9396,-7.3453,-1.3733,0.012842
2.9592,-7.4432,-1.3746,0.012599
2.9787,-7.5418,-1.3758,0.012362
2.9979,-7.639,-1.377,0.012136
3.017,-7.7369,-1.3782,0.011914
3.0361,-7.8354,-1.3794,0.011699
3.0553,-7.9345,-1.3806,0.011488
3.074,-8.0322,-1.3817,0.011286
3.0928,-8.1305,-1.3828,0.011089
3.1115,-8.2293,-1.384,0.010897
3.1299,-8.3267,-1.385,0.010713
3.1482,-8.4247,-1.3861,0.010533
3.1666,-8.5233,-1.3871,0.010357
3.185,-8.6224,-1.3882,0.010184
3.2029,-8.7199,-1.3892,0.01002
3.2209,-8.8181,-1.3902,0.0098582
3.2389,-8.9167,-1.3911,0.0097002
3.2568,-9.0159,-1.3921,0.0095456
3.2744,-9.1135,-1.393,0.0093974
3.292,-9.2116,-1.394,0.0092523
3.3096,-9.3103,-1.3949,0.0091102
3.3271,-9.4094,-1.3958,0.0089709
3.3445,-9.508,-1.3967,0.0088359
3.3617,-9.606,-1.3976,0.0087051
3.3789,-9.7045,-1.3984,0.0085768
3.3961,-9.8034,-1.3993,0.008451
3.4133,-9.9029,-1.4001,0.0083276
3.4301,-10.001,-1.401,0.0082093
3.4469,-10.099,-1.4018,0.0080933
3.4637,-10.197,-1.4026,0.0079794
3.4805,-10.297,-1.4034,0.0078676
3.4971,-10.395,-1.4041,0.0077591
3.5135,-10.493,-1.4049,0.0076539
3.5299,-10.591,-1.4057,0.0075505
3.5463,-10.69,-1.4064,0.007449
3.5627,-10.789,-1.4072,0.0073493
3.5791,-10.888,-1.4079,0.0072513
3.5953,-10.987,-1.4086,0.0071562
3.6113,-11.085,-1.4093,0.0070639
3.6273,-11.184,-1.41,0.0069731
3.6434,-11.283,-1.4107,0.0068839
3.6594,-11.382,-1.4114,0.0067961
3.6752,-11.481,-1.4121,0.0067109
3.6908,-11.579,-1.4127,0.0066282
3.7064,-11.677,-1.4134,0.0065467
3.7221,-11.776,-1.4141,0.0064666
3.7377,-11.875,-1.4147,0.0063878
3.7533,-11.974,-1.4153,0.0063103
3.7687,-12.073,-1.416,0.0062349
3.7842,-12.172,-1.4166,0.0061607
3.7994,-12.27,-1.4172,0.0060887
3.8146,-12.369,-1.4178,0.0060177
3.8299,-12.468,-1.4184,0.0059478
3.8451,-12.567,-1.419,0.005879
3.8604,-12.667,-1.4196,0.0058112
3.8754,-12.766,-1.4202,0.0057454
3.8902,-12.864,-1.4207,0.0056813
3.9051,-12.962,-1.4213,0.0056182
3.9199,-13.061,-1.4218,0.005556
3.9348,-13.16,-1.4224,0.0054947
3.9496,-13.26,-1.4229,0.0054343
3.9645,-13.359,-1.4235,0.0053748
3.9791,-13.458,-1.424,0.005317
3.9936,-13.556,-1.4246,0.0052607
4.008,-13.655,-1.4251,0.0052052
4.0225,-13.753,-1.4256,0.0051504
4.0369,-13.852,-1.4261,0.0050964
4.0514,-13.952,-1.4266,0.0050432
4.0658,-14.051,-1.4271,0.0049907
4.0801,-14.15,-1.4276,0.0049396
4.0943,-14.249,-1.4281,0.0048892
4.1084,-14.347,-1.4286,0.0048402
4.1225,-14.445,-1.4291,0.0047918
4.1365,-14.544,-1.4295,0.0047441
4.1506,-14.643,-1.43,0.004697
4.1646,-14.743,-1.4305,0.0046505
4.1787,-14.842,-1.4309,0.0046046
4.1926,-14.941,-1.4314,0.0045599
4.2064,-15.04,-1.4319,0.0045159
4.2203,-15.139,-1.4323,0.0044723
4.234,-15.238,-1.4327,0.00443
4.2477,-15.336,-1.4332,0.0043881
4.2613,-15.435,-1.4336,0.0043468
4.275,-15.534,-1.4341,0.004306
4.2887,-15.634,-1.4345,0.0042657
4.3023,-15.734,-1.4349,0.0042259
4.3158,-15.832,-1.4353,0.0041872
4.3293,-15.931,-1.4358,0.0041489
4.3428,-16.031,-1.4362,0.0041111
4.3561,-16.129,-1.4366,0.0040743
4.3693,-16.227,-1.437,0.0040379
4.3826,-16.326,-1.4374,0.0040019
4.3959,-16.425,-1.4378,0.0039664
4.4092,-16.525,-1.4382,0.0039313
4.4225,-16.624,-1.4386,0.0038966
4.4357,-16.724,-1.439,0.0038623
4.4488,-16.823,-1.4393,0.0038289
4.4619,-16.922,-1.4397,0.0037959
4.475,-17.022,-1.4401,0.0037632
4.4879,-17.12,-1.4405,0.0037315
4.5008,-17.218,-1.4408,0.0037
4.5137,-17.317,-1.4412,0.0036689
4.5266,-17.416,-1.4416,0.0036382
4.5395,-17.516,-1.4419,0.0036078
4.5523,-17.615,-1.4423,0.0035777
4.5652,-17.715,-1.4427,0.003548
4.5779,-17.814,-1.443,0.0035191
4.5906,-17.913,-1.4434,0.0034904
4.6033,-18.012,-1.4437,0.0034621
4.616,-18.111,-1.444,0.003434
4.6285,-18.21,-1.4444,0.0034067
4.641,-18.308,-1.4447,0.0033797
4.6535,-18.407,-1.4451,0.003353
4.666,-18.506,-1.4454,0.0033265
4.6785,-18.605,-1.4457,0.0033004
4.691,-18.705,-1.4461,0.0032744
4.7035,-18.805,-1.4464,0.0032488
4.716,-18.905,-1.4467,0.0032234
4.7283,-19.003,-1.447,0.0031987
4.7406,-19.102,-1.4473,0.0031743
4.7529,-19.202,-1.4477,0.00315
4.7652,-19.301,-1.448,0.0031261
4.7775,-19.401,-1.4483,0.0031023
4.7896,-19.5,-1.4486,0.0030792
4.8018,-19.598,-1.4489,0.0030563
4.8139,-19.697,-1.4492,0.0030336
4.826,-19.797,-1.4495,0.0030112
4.8381,-19.896,-1.4498,0.002989
4.8502,-19.996,-1.4501,0.002967
4.8623,-20.096,-1.4504,0.0029452
4.8744,-20.196,-1.4507,0.0029236
4.8863,-20.295,-1.451,0.0029026
4.8982,-20.394,-1.4513,0.0028817
4.9102,-20.493,-1.4516,0.0028611
4.9221,-20.593,-1.4519,0.0028407
4.934,-20.693,-1.4521,0.0028204
4.9457,-20.791,-1.4524,0.0028007
4.9574,-20.89,-1.4527,0.0027812
4.9691,-20.989,-1.453,0.0027618
4.9809,-21.088,-1.4532,0.0027426
4.9926,-21.187,-1.4535,0.0027236
5.0043,-21.287,-1.4538,0.0027048
5.016,-21.386,-1.4541,0.0026861
5.0277,-21.486,-1.4543,0.0026676
5.0395,-21.587,-1.4546,0.0026493
5.051,-21.686,-1.4549,0.0026315
5.0625,-21.785,-1.4551,0.0026138
5.074,-21.884,-1.4554,0.0025963
5.0855,-21.983,-1.4556,0.0025789
5.0971,-22.083,-1.4559,0.0025617
5.1086,-22.183,-1.4562,0.0025446
5.1199,-22.282,-1.4564,0.002528
5.1312,-22.38,-1.4567,0.0025115
5.1426,-22.479,-1.4569,0.0024951
5.1539,-22.578,-1.4572,0.0024789
5.1652,-22.678,-1.4574,0.0024628
5.1766,-22.777,-1.4576,0.0024469
5.1879,-22.877,-1.4579,0.0024311
5.1992,-22.977,-1.4581,0.0024155
5.2105,-23.077,-1.4584,0.0023999
5.2217,-23.176,-1.4586,0.0023848
5.2328,-23.275,-1.4589,0.0023698
5.2439,-23.374,-1.4591,0.002355
5.2551,-23.473,-1.4593,0.0023402
5.2662,-23.573,-1.4596,0.0023256
5.2773,-23.673,-1.4598,0.0023111
5.2885,-23.773,-1.46,0.0022967
5.2994,-23.871,-1.4602,0.0022827
5.3104,-23.97,-1.4605,0.0022688
5.3213,-24.069,-1.4607,0.002255
5.3322,-24.168,-1.4609,0.0022413
5.3432,-24.267,-1.4611,0.0022277
5.3541,-24.366,-1.4614,0.0022142
5.365,-24.466,-1.4616,0.0022009
5.376,-24.566,-1.4618,0.0021876
5.3869,-24.666,-1.462,0.0021745
5.3979,-24.766,-1.4622,0.0021615
5.4086,-24.865,-1.4625,0.0021488
5.4193,-24.964,-1.4627,0.0021362
5.4301,-25.063,-1.4629,0.0021237
5.4408,-25.162,-1.4631,0.0021112
5.4516,-25.262,-1.4633,0.0020989
5.4623,-25.361,-1.4635,0.0020867
5.473,-25.461,-1.4637,0.0020746
5.4838,-25.561,-1.4639,0.0020626
5.4945,-25.661,-1.4641,0.0020506
5.5051,-25.76,-1.4643,0.002039
5.5156,-25.859,-1.4645,0.0020275
5.5262,-25.958,-1.4648,0.002016
5.5367,-26.057,-1.465,0.0020046
5.5473,-26.156,-1.4652,0.0019933
5.5578,-26.256,-1.4653,0.0019821
5.5684,-26.356,-1.4655,0.001971
5.5789,-26.456,-1.4657,0.00196
5.5895,-26.556,-1.4659,0.001949
5.6,-26.656,-1.4661,0.0019382
5.6104,-26.755,-1.4663,0.0019276
