-16204.3,-6369.96,2.09153,-0,1.6,1.6
-16204.4,-6369.88,2.09153,1.2631e-09,1.6,1.6
-16204.4,-6369.8,2.09153,2.48045e-09,1.6,1.6
-16204.5,-6369.73,2.09153,3.65261e-09,1.6,1.6
-16204.5,-6369.65,2.09153,4.78014e-09,1.6,1.6
-16204.6,-6369.57,2.09153,5.86358e-09,1.6,1.6
-16204.6,-6369.49,2.09153,6.90351e-09,1.6,1.6
-16204.6,-6369.41,2.09153,7.90046e-09,1.6,1.6
-16204.7,-6369.34,2.09153,8.85501e-09,1.6,1.6
-16204.7,-6369.26,2.09153,9.76769e-09,1.6,1.6
-16204.8,-6369.18,2.09153,1.06391e-08,1.6,1.6
-16204.8,-6369.1,2.09153,1.14697e-08,1.6,1.6
-16204.9,-6369.02,2.09153,1.22602e-08,1.6,1.6
-16204.9,-6368.94,2.09153,1.3011e-08,1.6,1.6
-16205,-6368.87,2.09153,1.37227e-08,1.6,1.6
-16205,-6368.79,2.09153,1.43959e-08,1.6,1.6
-16205,-6368.71,2.09153,1.50312e-08,1.6,1.6
-16205.1,-6368.63,2.09153,1.5629e-08,1.6,1.6
-16205.1,-6368.55,2.09153,1.619e-08,1.6,1.6
-16205.2,-6368.48,2.09153,1.67147e-08,1.6,1.6
-16205.2,-6368.4,2.09153,1.72036e-08,1.6,1.6
-16205.3,-6368.32,2.09153,1.76574e-08,1.6,1.6
-16205.3,-6368.24,2.09153,1.80765e-08,1.6,1.6
-16205.4,-6368.16,2.09153,1.84615e-08,1.6,1.6
-16205.4,-6368.09,2.09153,1.8813e-08,1.6,1.6
-16205.4,-6368.01,2.09153,1.91316e-08,1.6,1.6
-16205.5,-6367.93,2.09153,1.94177e-08,1.6,1.6
-16205.5,-6367.85,2.09153,1.9672e-08,1.6,1.6
-16205.6,-6367.77,2.09153,1.98949e-08,1.6,1.6
-16205.6,-6367.7,2.09153,2.00872e-08,1.6,1.6
-16205.7,-6367.62,2.09153,2.02492e-08,1.6,1.6
-16205.7,-6367.54,2.09153,2.03816e-08,1.6,1.6
-16205.8,-6367.46,2.09153,2.0485e-08,1.6,1.6
-16205.8,-6367.38,2.09153,2.05598e-08,1.6,1.6
-16205.9,-6367.31,2.09153,2.06066e-08,1.6,1.6
-16205.9,-6367.23,2.09153,2.06261e-08,1.6,1.6
-16205.9,-6367.15,2.09153,2.06186e-08,1.6,1.6
-16206,-6367.07,2.09153,2.05849e-08,1.6,1.6
-16206,-6366.99,2.09153,2.05255e-08,1.6,1.6
-16206.1,-6366.92,2.09153,2.04408e-08,1.6,1.6
-16206.1,-6366.84,2.09153,2.03315e-08,1.6,1.6
-16206.2,-6366.76,2.09153,2.01982e-08,1.6,1.6
-16206.2,-6366.68,2.09153,2.00413e-08,1.6,1.6
-16206.3,-6366.6,2.09153,1.98614e-08,1.6,1.6
-16206.3,-6366.52,2.09153,1.96592e-08,1.6,1.6
-16206.3,-6366.45,2.09153,1.94351e-08,1.6,1.6
-16206.4,-6366.37,2.09153,1.91897e-08,1.6,1.6
-16206.4,-6366.29,2.09153,1.89235e-08,1.6,1.6
-16206.5,-6366.21,2.09153,1.86372e-08,1.6,1.6
-16206.5,-6366.13,2.09153,1.83312e-08,1.6,1.6
-16206.6,-6366.06,2.09153,1.80062e-08,1.6,1.6
-16206.6,-6365.98,2.09153,1.76626e-08,1.6,1.6
-16206.7,-6365.9,2.09153,1.73011e-08,1.6,1.6
-16206.7,-6365.82,2.09153,1.69221e-08,1.6,1.6
-16206.7,-6365.74,2.09153,1.65263e-08,1.6,1.6
-16206.8,-6365.67,2.09153,1.61142e-08,1.6,1.6
-16206.8,-6365.59,2.09153,1.56864e-08,1.6,1.6
-16206.9,-6365.51,2.09153,1.52433e-08,1.6,1.6
-16206.9,-6365.43,2.09153,1.47857e-08,1.6,1.6
-16207,-6365.35,2.09153,1.4314e-08,1.6,1.6
-16207,-6365.28,2.09153,1.38287e-08,1.6,1.6
-16207.1,-6365.2,2.09153,1.33305e-08,1.6,1.6
-16207.1,-6365.12,2.09153,1.28199e-08,1.6,1.6
-16207.2,-6365.04,2.09153,1.22974e-08,1.6,1.6
-16207.2,-6364.96,2.09153,1.17636e-08,1.6,1.6
-16207.2,-6364.89,2.09153,1.12191e-08,1.6,1.6
-16207.3,-6364.81,2.09153,1.06644e-08,1.6,1.6
-16207.3,-6364.73,2.09153,1.01e-08,1.6,1.6
-16207.4,-6364.65,2.09153,9.52663e-09,1.6,1.6
-16207.4,-6364.57,2.09153,8.9447e-09,1.6,1.6
-16207.5,-6364.49,2.09153,8.3548e-09,1.6,1.6
-16207.5,-6364.42,2.09153,7.7575e-09,1.6,1.6
-16207.6,-6364.34,2.09153,7.15334e-09,1.6,1.6
-16207.6,-6364.26,2.09153,6.54289e-09,1.6,1.6
-16207.6,-6364.18,2.09153,5.9267e-09,1.6,1.6
-16207.7,-6364.1,2.09153,5.30531e-09,1.6,1.6
-16207.7,-6364.03,2.09153,4.6793e-09,1.6,1.6
-16207.8,-6363.95,2.09153,4.04922e-09,1.6,1.6
-16207.8,-6363.87,2.09153,3.41561e-09,1.6,1.6
-16207.9,-6363.79,2.09153,2.77905e-09,1.6,1.6
-16207.9,-6363.71,2.09153,2.14007e-09,1.6,1.6
-16208,-6363.64,2.09153,1.49924e-09,1.6,1.6
